,Message,Init_pos,T0A0,T0A1,T0A2,T0A3,T1A0,T1A1,T1A2,T1A3,T2A0,T2A1,T2A2,T2A3,T3A0,T3A1,T3A2,T3A3,T4A0,T4A1,T4A2,T4A3
87,[],"[5, 3]",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
88,[],"[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
89,[],"[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
90,[],"[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
91,[],"[4, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
92,[],"[4, 3]",2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
93,[],"[3, 3]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
94,[],"[3, 4]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
95,[],"[3, 5]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
96,[],"[5, 3]",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
97,[],"[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
98,[],"[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
99,[],"[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
100,[],"[4, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
101,[],"[4, 3]",2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
102,[],"[3, 3]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
103,[],"[3, 4]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
104,[],"[3, 5]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
105,[],"[5, 3]",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
106,[],"[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
107,[],"[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108,[],"[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
109,[],"[4, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
110,[],"[4, 3]",2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
111,[],"[3, 3]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
112,[],"[3, 4]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
113,[],"[3, 5]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
114,[],"[5, 3]",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
115,[],"[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
116,[],"[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
117,[],"[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
118,[],"[4, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
119,[],"[4, 3]",2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
120,[],"[3, 3]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
121,[],"[3, 4]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
122,[],"[3, 5]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
123,[],"[5, 3]",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
124,[],"[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
125,[],"[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
126,[],"[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
127,[],"[4, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
128,[],"[4, 3]",2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
129,[],"[3, 3]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
130,[],"[3, 4]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
131,[],"[3, 5]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
132,[],"[5, 3]",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
133,[],"[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
134,[],"[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
135,[],"[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
136,[],"[4, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
137,[],"[4, 3]",2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
138,[],"[3, 3]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
139,[],"[3, 4]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
140,[],"[3, 5]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
141,[],"[5, 3]",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
142,[],"[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
143,[],"[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
